name,type,length_m,start_lon,start_lat,end_lon,end_lat
Central Avenue,secondary,649,121.051439,14.662109,121.045465,14.66175
Central Avenue,secondary,210,121.051439,14.662109,121.053393,14.662075
Unnamed Pathway,residential,25,121.063648,14.641143,121.06343,14.641068
Unnamed Pathway,residential,44,121.063648,14.641143,121.064024,14.641301
Unnamed Pathway,residential,141,121.063648,14.641143,121.064713,14.641256
Unnamed Pathway,residential,44,121.064024,14.641301,121.063648,14.641143
Unnamed Pathway,residential,25,121.06343,14.641068,121.063648,14.641143
S. Flores Street,residential,143,121.06343,14.641068,121.062292,14.640569
S. Flores Street,residential,61,121.06343,14.641068,121.063119,14.641521
Masaya Street,tertiary,152,121.053584,14.650287,121.053534,14.651652
Maharlika Street,residential,68,121.054206,14.650192,121.053584,14.650287
Maayusin Extension,residential,36,121.057007,14.652092,121.05699,14.651768
Maayusin Extension,residential,41,121.057007,14.652092,121.056976,14.652455
Makatarungan,residential,261,121.057007,14.652092,121.059136,14.651137
Capitol Hills Drive,tertiary,79,121.074999,14.663478,121.074335,14.66321
University Avenue,secondary,109,121.054044,14.654139,121.055025,14.654372
Unnamed Pathway,residential,62,121.054044,14.654139,121.054592,14.653957
Commonwealth Avenue,primary,225,121.054044,14.654139,121.055762,14.655297
San Agustin Street,residential,32,121.053494,14.663418,121.053705,14.663625
"Osmeña Avenue, M. Roxas Avenue",tertiary,257,121.072824,14.654024,121.072755,14.656161
M. Roxas Avenue,tertiary,394,121.064957,14.653821,121.068623,14.65387
A. Maria Regidor Street,unclassified,22,121.072773,14.653833,121.072824,14.654024
A. Maria Regidor Street,unclassified,29,121.072773,14.653833,121.0728,14.653571
Unnamed Pathway,secondary_link,40,121.060485,14.647174,121.060131,14.647103
Carlos P. Garcia Avenue,secondary,38,121.060485,14.647174,121.060838,14.64713
Carlos P. Garcia Avenue,secondary,28,121.060485,14.647174,121.060241,14.647266
Lieutenant J. Francisco Street,residential,18,121.064104,14.644272,121.06408,14.644436
Katipunan Avenue,primary,69,121.074296,14.647677,121.07428,14.647055
Rielinton Street,residential,396,121.074296,14.647677,121.071328,14.646296
Tandang Sora Avenue,residential,4,121.071455,14.664443,121.071489,14.664445
Tandang Sora Avenue,residential,22,121.071455,14.664443,121.071254,14.664407
Tandang Sora Avenue,primary,56,121.072213,14.664331,121.072662,14.664077
Unnamed Pathway,primary_link,86,121.071455,14.664587,121.072213,14.664331
Unnamed Pathway,primary_link,17,121.071455,14.664587,121.071455,14.664443
Unnamed Pathway,primary_link,94,121.071439,14.66482,121.070857,14.664789
Tandang Sora Avenue,residential,77,121.069928,14.664024,121.070612,14.664221
Road 1,residential,123,121.069928,14.664024,121.070029,14.662923
Tandang Sora Avenue,residential,116,121.069928,14.664024,121.068865,14.663953
Tandang Sora Avenue,primary,136,121.075102,14.662222,121.074367,14.663175
Tandang Sora Avenue,primary,136,121.075102,14.662222,121.074367,14.663175
Tandang Sora Avenue,primary,21,121.072662,14.664077,121.072831,14.663992
University Valley Street,residential,89,121.072831,14.663992,121.072517,14.663506
Tandang Sora Avenue,primary,614,121.072831,14.663992,121.076115,14.659698
University Valley Street,residential,89,121.072517,14.663506,121.072831,14.663992
Commonwealth Avenue,primary,165,121.067991,14.66405,121.066727,14.663207
Commonwealth Avenue,primary,46,121.068678,14.664401,121.068339,14.664146
Commonwealth Avenue,primary,84,121.068678,14.664401,121.067991,14.66405
Commonwealth Avenue,primary,45,121.066727,14.663207,121.066431,14.66292
Kalaw Hill,residential,14,121.066727,14.663207,121.066653,14.663311
Unnamed Pathway,primary_link,16,121.068267,14.663916,121.06833,14.663783
Unnamed Pathway,primary_link,10,121.068267,14.663916,121.068203,14.663977
Unnamed Pathway,primary_link,9,121.068203,14.663977,121.068128,14.664008
Unnamed Pathway,primary_link,12,121.068203,14.663977,121.068096,14.663987
Commonwealth Avenue,primary,215,121.068096,14.663987,121.066431,14.66292
Unnamed Pathway,primary_link,99,121.067662,14.663178,121.06833,14.663783
Commonwealth Avenue,primary,155,121.067662,14.663178,121.068865,14.663953
Commonwealth Avenue,primary,129,121.058954,14.657416,121.059941,14.658079
Commonwealth Avenue,primary,238,121.055762,14.655297,121.057585,14.656508
Commonwealth Avenue,primary,179,121.057585,14.656508,121.058954,14.657416
Unnamed Pathway,primary_link,129,121.057585,14.656508,121.05768,14.657127
Pook Palaris Street,residential,55,121.072471,14.663049,121.072947,14.66287
Juan Luna Street,residential,55,121.072471,14.663049,121.072947,14.66287
Juan Luna Street,residential,78,121.072471,14.663049,121.071763,14.662893
Peace Valley Street,residential,119,121.071573,14.663379,121.071489,14.664445
Pook Palaris Street,residential,67,121.073494,14.662184,121.07321,14.662711
E. Aguinaldo Street,residential,43,121.073494,14.662184,121.073865,14.662323
E. Aguinaldo Street,residential,78,121.073494,14.662184,121.07277,14.66222
Unnamed Pathway,unclassified,8,121.077479,14.660431,121.077472,14.660505
Unnamed Pathway,unclassified,8,121.077472,14.660505,121.077479,14.660431
Mactan Street,unclassified,108,121.077472,14.660505,121.07662,14.660039
Unnamed Pathway,residential,3,121.07488,14.659817,121.074882,14.65984
Unnamed Pathway,residential,30,121.07488,14.659817,121.074852,14.659548
Saint Francis Street,residential,81,121.07488,14.659817,121.075634,14.659811
Unnamed Pathway,residential,99,121.074452,14.661782,121.074774,14.66095
Pook Palaris Street,residential,24,121.072947,14.66287,121.073141,14.662755
Juan Luna Street,residential,24,121.072947,14.66287,121.073141,14.662755
Juan Luna Street,residential,55,121.072947,14.66287,121.072471,14.663049
E. Aguinaldo Street,residential,43,121.073865,14.662323,121.073494,14.662184
Tandang Sora Avenue,residential,116,121.068865,14.663953,121.069928,14.664024
Commonwealth Avenue,primary,575,121.059941,14.658079,121.064342,14.66101
Magsaysay Avenue,unclassified,145,121.059941,14.658079,121.061094,14.657679
Soils Street,residential,18,121.045755,14.66033,121.04566,14.66046
Carlos P. Garcia Avenue,secondary,432,121.059136,14.651137,121.060085,14.647397
Carlos P. Garcia Avenue,secondary,407,121.059136,14.651137,121.058424,14.654732
Makatarungan,residential,261,121.059136,14.651137,121.057007,14.652092
Quirino Avenue,unclassified,141,121.07414,14.652584,121.07283,14.652558
Katipunan Avenue,tertiary,472,121.07414,14.652584,121.07415,14.648335
Carlos P. Garcia Avenue,secondary,111,121.07415,14.648335,121.073122,14.648255
Katipunan Avenue,tertiary,112,121.074147,14.65359,121.07414,14.652584
Shuster Street,tertiary,14,121.074147,14.65359,121.074282,14.65359
Unnamed Pathway,tertiary_link,18,121.061572,14.654785,121.061565,14.654944
University Avenue,tertiary,82,121.061572,14.654785,121.062333,14.654799
Unnamed Pathway,residential,4,121.069763,14.644689,121.069785,14.644713
"Aguinaldo Street, Harding Rosas",residential,393,121.069763,14.644689,121.068681,14.642168
Aguinaldo Street,residential,372,121.069763,14.644689,121.067873,14.647265
Unnamed Pathway,primary_link,28,121.068339,14.664146,121.068267,14.663916
Commonwealth Avenue,primary,27,121.068339,14.664146,121.068128,14.664008
Maginhawa Street,tertiary,47,121.055758,14.651579,121.056153,14.651395
Maginhawa Street,tertiary,76,121.055758,14.651579,121.05506,14.651678
Marilag Street,residential,59,121.055758,14.651579,121.056299,14.651672
Castañeda Street,residential,160,121.0657,14.646519,121.065781,14.647959
Carlos P. Garcia Avenue,secondary,22,121.065781,14.647959,121.065984,14.647984
Carlos P. Garcia Avenue,secondary,46,121.065781,14.647959,121.065388,14.647802
Castañeda Street,residential,160,121.065781,14.647959,121.0657,14.646519
Elliptical Road,primary,127,121.051769,14.652174,121.051163,14.653149
Commonwealth Avenue,primary,56,121.051769,14.652174,121.051809,14.652677
Central Avenue,secondary,69,121.05911,14.661937,121.059749,14.661924
Central Avenue,secondary,211,121.05911,14.661937,121.057165,14.661993
Central Avenue,secondary,211,121.057165,14.661993,121.05911,14.661937
Central Avenue,secondary,246,121.057165,14.661993,121.05488,14.662043
Unnamed Pathway,tertiary_link,22,121.06487,14.65365,121.064957,14.653821
E. de los Santos Street,unclassified,76,121.06487,14.65365,121.065169,14.65303
Dumaguete Street,residential,105,121.050001,14.660004,121.049166,14.660497
Unnamed Pathway,residential,161,121.05332,14.65318,121.054648,14.653852
Unnamed Pathway,residential,48,121.054648,14.653852,121.054853,14.653467
Unnamed Pathway,residential,13,121.054648,14.653852,121.054592,14.653957
Unnamed Pathway,residential,161,121.054648,14.653852,121.05332,14.65318
Unnamed Pathway,residential,124,121.052434,14.65454,121.051473,14.654904
Dahlia Street,residential,88,121.052434,14.65454,121.052223,14.655207
Dahlia Street,residential,75,121.052434,14.65454,121.052636,14.653904
Lirio Street,residential,111,121.052223,14.655207,121.052576,14.656139
Dahlia Street,residential,88,121.052223,14.655207,121.052434,14.65454
Dahlia Street,residential,70,121.052223,14.655207,121.051637,14.655428
Dahlia Street,residential,70,121.051637,14.655428,121.052223,14.655207
Botocan Road,residential,804,121.063723,14.636211,121.066862,14.641599
Arboretum Road,unclassified,302,121.04952,14.661401,121.052101,14.660366
Katipunan Avenue,primary,79,121.074517,14.653599,121.074539,14.654311
L. Wood Street,residential,7,121.076416,14.653338,121.076392,14.653277
H. Ventura Street,tertiary,37,121.076416,14.653338,121.076094,14.65345
Pansol Avenue,residential,75,121.074479,14.64737,121.074874,14.647926
Katipunan Avenue,primary,25,121.074479,14.64737,121.074479,14.647598
Pansol Avenue,residential,115,121.074874,14.647926,121.075632,14.648653
Pansol Avenue,residential,56,121.074874,14.647926,121.074479,14.647598
Katipunan Avenue,primary,82,121.074479,14.647598,121.074493,14.648336
Pansol Avenue,residential,319,121.075727,14.648574,121.07782,14.65061
Ibanag Street,residential,128,121.075727,14.648574,121.07571,14.647422
V. Gonzales Street,residential,46,121.061507,14.643769,121.06193,14.643693
Kabalitang Street,residential,61,121.061507,14.643769,121.061449,14.644314
Kabalitang Street,residential,258,121.061507,14.643769,121.061625,14.641468
Unnamed Pathway,residential,66,121.065476,14.641338,121.066039,14.641567
Unnamed Pathway,residential,312,121.065476,14.641338,121.063576,14.639264
Unnamed Pathway,residential,58,121.065476,14.641338,121.065832,14.640942
Rielinton Street,residential,396,121.071328,14.646296,121.074296,14.647677
Marilag Street,residential,8,121.057067,14.651755,121.05699,14.651768
Maningning Street,residential,14,121.059801,14.64169,121.059931,14.641701
Mines Street,residential,35,121.045866,14.659607,121.046149,14.659451
Mines Street,residential,27,121.045866,14.659607,121.045623,14.659607
Mapagkumbaba Street,residential,119,121.063576,14.639264,121.064382,14.63998
Mapagkumbaba Street,residential,124,121.063576,14.639264,121.062442,14.639146
Unnamed Pathway,residential,312,121.063576,14.639264,121.065476,14.641338
Unnamed Pathway,residential,51,121.065832,14.640942,121.066222,14.641199
Unnamed Pathway,residential,42,121.065832,14.640942,121.066168,14.64088
Unnamed Pathway,residential,58,121.065832,14.640942,121.065476,14.641338
Unnamed Pathway,residential,45,121.066222,14.641199,121.066039,14.641567
Unnamed Pathway,residential,51,121.066222,14.641199,121.065832,14.640942
Unnamed Pathway,residential,82,121.066222,14.641199,121.066862,14.641599
Unnamed Pathway,residential,82,121.066862,14.641599,121.066222,14.641199
Botocan Road,residential,804,121.066862,14.641599,121.063723,14.636211
Unnamed Pathway,residential,99,121.066862,14.641599,121.066039,14.641567
Unnamed Pathway,primary_link,167,121.074471,14.646928,121.074307,14.64828
Katipunan Avenue,primary,49,121.074471,14.646928,121.074479,14.64737
"Harding Rosas, Aguinaldo Street",residential,393,121.068681,14.642168,121.069763,14.644689
Redeemer Road,unclassified,63,121.058478,14.662579,121.059005,14.662749
Cotabato Street,residential,72,121.047858,14.658376,121.048294,14.6587
Unnamed Pathway,residential,89,121.062029,14.642903,121.06193,14.643693
V. Gonzales Street,residential,52,121.06193,14.643693,121.06241,14.64361
V. Gonzales Street,residential,46,121.06193,14.643693,121.061507,14.643769
Unnamed Pathway,residential,89,121.06193,14.643693,121.062029,14.642903
Lirio Extension,residential,19,121.052576,14.656139,121.052416,14.656221
Lirio Street,residential,111,121.052576,14.656139,121.052223,14.655207
Lirio Street,residential,51,121.052576,14.656139,121.052832,14.656497
Arboretum Road,residential,220,121.052832,14.656497,121.052658,14.658083
Arboretum Road,residential,260,121.052832,14.656497,121.054227,14.654916
Lirio Street,residential,51,121.052832,14.656497,121.052576,14.656139
Cebu Street Extension,residential,61,121.046231,14.661129,121.046786,14.661004
Dipolog Street,residential,51,121.046786,14.661004,121.046962,14.661428
Dipolog Street,residential,119,121.046786,14.661004,121.046382,14.660003
Cebu Street Extension,residential,61,121.046786,14.661004,121.046231,14.661129
Unnamed Pathway,residential,77,121.063517,14.648112,121.063933,14.64864
M. Dela Cruz Street,residential,97,121.063683,14.643338,121.062883,14.642929
Tiburcio Street,residential,39,121.062883,14.642929,121.063076,14.642629
M. Dela Cruz Street,residential,97,121.062883,14.642929,121.063683,14.643338
Tiburcio Street,residential,78,121.062883,14.642929,121.062816,14.643573
Unnamed Pathway,residential,141,121.064713,14.641256,121.063648,14.641143
Unnamed Pathway,residential,42,121.066168,14.64088,121.065832,14.640942
Unnamed Pathway,residential,66,121.066039,14.641567,121.065476,14.641338
Unnamed Pathway,residential,45,121.066039,14.641567,121.066222,14.641199
Unnamed Pathway,residential,99,121.066039,14.641567,121.066862,14.641599
Unnamed Pathway,residential,83,121.056168,14.652666,121.056939,14.652715
Maayusin Extension,residential,29,121.056939,14.652715,121.056976,14.652455
Maayusin Extension,residential,106,121.056939,14.652715,121.056932,14.653657
Unnamed Pathway,residential,83,121.056939,14.652715,121.056168,14.652666
Unnamed Pathway,residential,88,121.056613,14.653657,121.056002,14.653314
Ricarte Street,residential,59,121.075354,14.659294,121.074806,14.659293
Unnamed Pathway,residential,7,121.074848,14.660591,121.074838,14.660653
Unnamed Pathway,residential,21,121.074848,14.660591,121.074872,14.6604
Unnamed Pathway,residential,50,121.074848,14.660591,121.075311,14.660607
Unnamed Pathway,residential,50,121.075311,14.660607,121.074848,14.660591
Makadios Street,residential,41,121.063413,14.637116,121.06303,14.637151
R. P. de Guzman Street,unclassified,34,121.060783,14.656936,121.061102,14.656945
Magiting Street,tertiary,31,121.060131,14.647103,121.059943,14.646893
Arboretum Road,residential,260,121.054227,14.654916,121.052832,14.656497
Commonwealth Avenue,primary,221,121.054227,14.654916,121.052606,14.653702
Forestside Villas Street,residential,7,121.053396,14.66214,121.053393,14.662075
Quezon City Ville Street,residential,9,121.051441,14.662192,121.051439,14.662109
Road 31,residential,6,121.071256,14.664352,121.071254,14.664407
Vic Valley Street,residential,9,121.071983,14.664226,121.071974,14.664311
Unnamed Pathway,residential,99,121.074774,14.66095,121.074452,14.661782
Unnamed Pathway,residential,34,121.074774,14.66095,121.074838,14.660653
Fatima 2 Street,residential,34,121.074774,14.66095,121.074458,14.660955
Fatima 2 Street,residential,34,121.074458,14.660955,121.074774,14.66095
Katipunan Avenue,primary,20,121.074306,14.648511,121.074308,14.648335
Unnamed Pathway,primary_link,26,121.074306,14.648511,121.07415,14.648335
Masaya Street,tertiary,221,121.052559,14.65331,121.053534,14.651652
Commonwealth Avenue,primary,185,121.052559,14.65331,121.054044,14.654139
A. D. Williams Street,residential,8,121.077215,14.653032,121.077236,14.653099
H. Ventura Street,tertiary,92,121.077236,14.653099,121.076416,14.653338
A. D. Williams Street,residential,8,121.077236,14.653099,121.077215,14.653032
A. D. Williams Street,residential,99,121.077236,14.653099,121.077962,14.653639
Unnamed Pathway,residential,72,121.054631,14.652499,121.055167,14.652876
Unnamed Pathway,residential,4,121.069785,14.644713,121.069763,14.644689
Cotabato Street,residential,8,121.049196,14.660566,121.049166,14.660497
J. P. Laurel Street,residential,19,121.064852,14.635844,121.064816,14.636007
J. P. Laurel Street,residential,15,121.064852,14.635844,121.064887,14.635725
Road 3,tertiary,44,121.04341,14.661904,121.043319,14.662293
Road 9,residential,25,121.04341,14.661904,121.043333,14.661691
Road 3,tertiary,138,121.04341,14.661904,121.043689,14.660697
Lirio Extension,residential,19,121.052416,14.656221,121.052576,14.656139
Unnamed Pathway,primary_link,16,121.06833,14.663783,121.068267,14.663916
Unnamed Pathway,primary_link,66,121.06833,14.663783,121.06883,14.664132
Unnamed Pathway,primary_link,15,121.068128,14.664008,121.067991,14.66405
Commonwealth Avenue,primary,4,121.068128,14.664008,121.068096,14.663987
Unnamed Pathway,unclassified,88,121.067322,14.663763,121.066653,14.663311
Kalaw Hill,residential,5,121.066653,14.663311,121.066627,14.663347
Kalaw Hill,residential,14,121.066653,14.663311,121.066727,14.663207
Unnamed Pathway,unclassified,88,121.066653,14.663311,121.067322,14.663763
Pook Palaris Street,residential,9,121.07321,14.662711,121.073141,14.662755
Pook Palaris Street,residential,67,121.07321,14.662711,121.073494,14.662184
E. Aguinaldo Street,residential,44,121.07321,14.662711,121.073495,14.662986
E. Aguinaldo Street,residential,44,121.073495,14.662986,121.07321,14.662711
Unnamed Pathway,residential,7,121.062321,14.648734,121.062258,14.648734
Emilio Jacinto Street,unclassified,125,121.062321,14.648734,121.062332,14.647615
Emilio Jacinto Street,unclassified,97,121.062321,14.648734,121.062323,14.649605
Tandang Sora Avenue,residential,55,121.071489,14.664445,121.071974,14.664311
Peace Valley Street,residential,119,121.071489,14.664445,121.071573,14.663379
Magsaysay Avenue,unclassified,146,121.074099,14.657563,121.072738,14.657556
Magsaysay Avenue,unclassified,13,121.074099,14.657563,121.074224,14.657565
Dagohoy Street,residential,194,121.074099,14.657563,121.073994,14.659295
Saint Mary Street,residential,41,121.05898,14.662381,121.059005,14.662749
J. P. Laurel Street,residential,15,121.064887,14.635725,121.064852,14.635844
Unnamed Pathway,residential,148,121.07072,14.646035,121.070519,14.647278
Tandang Sora Avenue,primary,269,121.074335,14.66321,121.072224,14.664474
Capitol Hills Drive,tertiary,79,121.074335,14.66321,121.074999,14.663478
Visayas Avenue,secondary,15,121.044376,14.661465,121.044346,14.661593
Central Avenue,secondary,33,121.044376,14.661465,121.044653,14.661582
Central Avenue,secondary,33,121.044653,14.661582,121.044346,14.661593
Central Avenue,secondary,89,121.044653,14.661582,121.045465,14.66175
Cotabato Street,residential,4,121.048703,14.659596,121.048685,14.659562
Cotabato Street,residential,49,121.048703,14.659596,121.048912,14.659993
Legazpi Street,residential,193,121.048703,14.659596,121.050299,14.658806
Road 1,secondary,74,121.043967,14.659617,121.044643,14.659759
Road 1,secondary,5,121.043967,14.659617,121.043925,14.65961
Carlos P. Garcia Avenue,secondary,6,121.062376,14.647355,121.062323,14.647342
Carlos P. Garcia Avenue,secondary,210,121.062376,14.647355,121.06429,14.64769
Emilio Jacinto Street,unclassified,29,121.062376,14.647355,121.062332,14.647615
Emilio Jacinto Street,unclassified,125,121.062332,14.647615,121.062321,14.648734
Emilio Jacinto Street,unclassified,31,121.062332,14.647615,121.062323,14.647342
Unnamed Pathway,residential,7,121.062258,14.648734,121.062321,14.648734
Maranao Street,residential,7,121.075536,14.64619,121.07554,14.646248
Maranao Street,residential,7,121.07554,14.646248,121.075536,14.64619
Mangyan Street,residential,114,121.07554,14.646248,121.074483,14.646348
Ibanag Street,residential,134,121.07554,14.646248,121.07571,14.647422
Katipunan Avenue,primary,8,121.074492,14.646275,121.074483,14.646348
Mangyan Street,residential,113,121.074492,14.646275,121.075536,14.64619
Commonwealth Avenue,primary,55,121.051809,14.652677,121.052111,14.653053
Commonwealth Avenue,primary,33,121.051468,14.653117,121.051163,14.653149
Unnamed Pathway,primary_link,68,121.051468,14.653117,121.051809,14.652677
Katipunan Avenue,primary,25,121.074307,14.64828,121.074303,14.648054
Arboretum Road,unclassified,127,121.053119,14.659974,121.053776,14.659055
Arboretum Road,unclassified,118,121.053119,14.659974,121.052101,14.660366
Unnamed Pathway,unclassified,211,121.053119,14.659974,121.054221,14.661071
Unnamed Pathway,unclassified,7,121.054221,14.661071,121.054244,14.66113
Unnamed Pathway,unclassified,6,121.054221,14.661071,121.054181,14.661107
Unnamed Pathway,unclassified,211,121.054221,14.661071,121.053119,14.659974
Unnamed Pathway,unclassified,7,121.054244,14.66113,121.054221,14.661071
Unnamed Pathway,unclassified,7,121.054244,14.66113,121.054181,14.661107
Unnamed Pathway,unclassified,48,121.054244,14.66113,121.054372,14.66147
Unnamed Pathway,unclassified,28,121.054184,14.661645,121.054372,14.66147
Unnamed Pathway,unclassified,22,121.053989,14.661161,121.054181,14.661107
Unnamed Pathway,unclassified,6,121.054181,14.661107,121.054221,14.661071
Unnamed Pathway,unclassified,7,121.054181,14.661107,121.054244,14.66113
Unnamed Pathway,unclassified,22,121.054181,14.661107,121.053989,14.661161
Unnamed Pathway,unclassified,28,121.054372,14.66147,121.054184,14.661645
Unnamed Pathway,unclassified,48,121.054372,14.66147,121.054244,14.66113
Unnamed Pathway,unclassified,60,121.054372,14.66147,121.054706,14.661841
Unnamed Pathway,unclassified,60,121.054706,14.661841,121.054372,14.66147
Unnamed Pathway,unclassified,19,121.05216,14.660699,121.052111,14.660867
Unnamed Pathway,unclassified,38,121.05216,14.660699,121.052101,14.660366
Unnamed Pathway,unclassified,36,121.05216,14.660699,121.052493,14.660695
Unnamed Pathway,unclassified,19,121.052111,14.660867,121.05216,14.660699
Unnamed Pathway,unclassified,36,121.052493,14.660695,121.05216,14.660699
Arboretum Road,unclassified,183,121.053776,14.659055,121.052886,14.658293
Arboretum Road,unclassified,127,121.053776,14.659055,121.053119,14.659974
Unnamed Pathway,unclassified,24,121.053776,14.659055,121.053946,14.659196
Unnamed Pathway,unclassified,24,121.053946,14.659196,121.053776,14.659055
Unnamed Pathway,unclassified,11,121.05289,14.658391,121.052886,14.658293
Unnamed Pathway,unclassified,113,121.064531,14.658624,121.063862,14.658992
